"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
16105747,6,"Emanuela","Taioli","E",""
16125881,1,"Mingyue","Ma","M","Department of Public Health, Hokkaido University Graduate School of Medicine, Kita 15, Nishi 7, Sapporo, Hokkaido 060-8638, Japan. mamingy@med.hokudai.ac.jp"
16125881,2,"Tomohiro","Umemura","T",""
16125881,3,"Yuko","Mori","Y",""
16125881,4,"Yingyan","Gong","Y",""
16125881,5,"Yasuaki","Saijo","Y",""
16125881,6,"Fumihiro","Sata","F",""
16125881,7,"Toshio","Kawai","T",""
16125881,8,"Reiko","Kishi","R",""
16132793,1,"Loredana","Covolo","L","Cattedra di Igiene, Università di Brescia, Italy."
16132793,2,"Umberto","Gelatti","U",""
16132793,3,"Renato","Talamini","R",""
16132793,4,"Seymour","Garte","S",""
16132793,5,"Paola","Trevisi","P",""
16132793,6,"Silvia","Franceschi","S",""
16132793,7,"Michela","Franceschini","M",""
16132793,8,"Fabio","Barbone","F",""
16132793,9,"Alessandro","Tagger","A",""
16132793,10,"Maria Lisa","Ribero","ML",""
16132793,11,"Giovanni","Parrinello","G",""
16132793,12,"Valter","Donadon","V",""
16132793,13,"Giuseppe","Nardi","G",""
16132793,14,"Francesco","Donato","F",""
16157195,1,"Eunice C","Chan","EC","University Department of Medicine, Professorial Block, Queen Mary Hospital, Pokfulam Road, Hong Kong SAR, China."
16157195,2,"Shui Y","Lam","SY",""
16157195,3,"Kin H","Fu","KH",""
16157195,4,"Yok L","Kwong","YL",""
16160620,1,"Jose","de Leon","J","University of Kentucky Mental Health Research Center at Eastern State Hospital, Lexington, KY 40508, USA. jdeleon@uky.edu"
16160620,2,"Margaret T","Susce","MT",""
16160620,3,"Run-Mei","Pan","RM",""
16160620,4,"Walter H","Koch","WH",""
16160620,5,"Peter J","Wedlund","PJ",""
16162701,1,"Yung-Ling","Lee","YL","Department of Occupational and Environmental Medicine, National Cheng Kung University Medical College, 138 Sheng-Li Rd, Tainan 704, Taiwan."
16162701,2,"Tzuen-Ren","Hsiue","TR",""
16162701,3,"Yeu-Chin","Lee","YC",""
16162701,4,"Ying-Chu","Lin","YC",""
16162701,5,"Yueliang Leon","Guo","YL",""
16163604,1,"K","Golka","K","Institut für Arbeitsphysiologie an der Universität Dortmund, Ardeystr. 67, D-44139 Dortmund. golka@arb-phys.uni-dortmund.de"
16163604,2,"T","Seidel","T",""
16163604,3,"H","Dietrich","H",""
16163604,4,"G","Roth","G",""
16163604,5,"C","Rötzel","C",""
16163604,6,"R","Thier","R",""
16163604,7,"F","Geller","F",""
16163604,8,"T","Reckwitz","T",""
16163604,9,"H","Schulze","H",""
16173036,1,"Ilir","Agalliu","I","Epidemiology Program, Division of Public Health Sciences, Fred Hutchinson Cancer Research Center, Seattle, Washington 98109, USA."
16173036,2,"Wendy J","Langeberg","WJ",""
16173036,3,"Johanna W","Lampe","JW",""
16173036,4,"Claudia A","Salinas","CA",""
16173036,5,"Janet L","Stanford","JL",""
16173971,1,"Stella M","Davies","SM","Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45329, USA. stella.davies@cchmc.org"
16173971,2,"Gretchen A","Radloff","GA",""
16173971,3,"Todd E","DeFor","TE",""
16173971,4,"Orna","Levran","O",""
16173971,5,"Sat Dev","Batish","SD",""
16173971,6,"Helmut","Hanenberg","H",""
16173971,7,"Arleen D","Auerbach","AD",""
16174455,1,"Xi-dai","Long","XD","Pathology Department, Guangxi Medical University, Nanning 530021, China."
16174455,2,"Yun","Ma","Y",""
16174455,3,"Yi-ping","Wei","YP",""
16174455,4,"Zhuo-lin","Deng","ZL",""
16191433,1,"Radim J","Sram","RJ","Laboratory of Genetic Ecotoxicology, Health Institute of Central Bohemia and Institute of Experimental Medicine AS CR, Videnska 1083, 142 20 Praha 4, Czech Republic. sram@biomed.cas.cz"
16191433,2,"Pavel","Rössner","P",""
16191433,3,"Jiri","Rubes","J",""
16191433,4,"Olena","Beskid","O",""
16191433,5,"Zdik","Dusek","Z",""
16191433,6,"Irena","Chvatalova","I",""
16191433,7,"Jana","Schmuczerova","J",""
16191433,8,"Alena","Milcova","A",""
16191433,9,"Ivo","Solansky","I",""
16191433,10,"Hana","Bavorova","H",""
16191433,11,"Dana","Ocadlikova","D",""
16191433,12,"Olga","Kopecna","O",""
16191433,13,"Petra","Musilova","P",""
16195240,1,"Jill Everland","Larsen","JE","Department of Thoracic Medicine, The Prince Charles Hospital, Brisbane, Australia."
16195240,2,"Maree Louise","Colosimo","ML",""
16195240,3,"Ian Anthony","Yang","IA",""
16195240,4,"Rayleen","Bowman","R",""
16195240,5,"Paul Victor","Zimmerman","PV",""
16195240,6,"Kwun Meng","Fong","KM",""
16199080,1,"A","Beeghly","A","Department of Epidemiology and Public Health, Yale Cancer Center, Yale University School of Medicine, 60 College Street, New Haven, CT 06520-8034, USA."
16199080,2,"D","Katsaros","D",""
16199080,3,"H","Chen","H",""
16199080,4,"S","Fracchioli","S",""
16199080,5,"Y","Zhang","Y",""
16199080,6,"M","Massobrio","M",""
16199080,7,"H","Risch","H",""
16199080,8,"B","Jones","B",""
16199080,9,"H","Yu","H",""
16204462,1,"Caroline","Aninat","C","Institut National de la Santé et de la Recherche Médicale (INSERM) U620, Université de Rennes 1, France."
16204462,2,"Amélie","Piton","A",""
16204462,3,"Denise","Glaise","D",""
16204462,4,"Typhen","Le Charpentier","T",""
16204462,5,"Sophie","Langouët","S",""
16204462,6,"Fabrice","Morel","F",""
16204462,7,"Christiane","Guguen-Guillouzo","C",""
16204462,8,"André","Guillouzo","A",""
16206220,1,"A","Testa","A","Section of Toxicology and Biomedical Sciences, ENEA CR Casaccia, Rome, Italy. antonella.testa@casaccia.enea.it"
16206220,2,"F","Festa","F",""
16206220,3,"R","Ranaldi","R",""
16206220,4,"M","Giachelia","M",""
16206220,5,"D","Tirindelli","D",""
16206220,6,"A","De Marco","A",""
16206220,7,"M","Owczarek","M",""
16206220,8,"M","Guidotti","M",""
16206220,9,"R","Cozzi","R",""
16227674,1,"B","Poonkuzhali","B","Department of Haematology, Christian Medical College, Vellore, India. bpoonkuzhali@cmcvellore.ac.in"
16227674,2,"R V","Shaji","RV",""
16227674,3,"D E","Salamun","DE",""
16227674,4,"B","George","B",""
16227674,5,"A","Srivastava","A",""
16227674,6,"M","Chandy","M",""
16228113,1,"Leelakumari","Sreeja","L","Division of Cancer Research, Regional Cancer Centre, Thiruvananthapuram, Kerala, 695011, India."
16228113,2,"Vani","Syamala","V",""
16228113,3,"Sreedharan","Hariharan","S",""
16228113,4,"Jayaprakash","Madhavan","J",""
16228113,5,"Sivanandan Choondal","Devan","SC",""
16228113,6,"Ravindran","Ankathil","R",""
16238106,1,"José Juvenal","Linhares","JJ","Division of Obstetrics and Gynecology, Hospital do Servidor Público Estadual São Paulo, Brazil. juvenallinhares@superig.com.br"
16238106,2,"Ismael Dale Cotrim Guerreiro","Da Silva","ID",""
16238106,3,"Naiara C Nogueira","De Souza","NC",""
16238106,4,"Emmanuelle Coelho","Noronha","EC",""
16238106,5,"Odair","Ferraro","O",""
16238106,6,"Cristina Valleta","De Carvalho","CV",""
16238106,7,"Edmund Chada","Baracat","EC",""
16238106,8,"Fausto Farah","Baracat","FF",""
16262142,1,"Yasuhiro","Komiya","Y","Division of Public Health, Department of Social Medicine, Faculty of Medicine, University of Miyazaki, Kihara, Kiyotake, Miyazaki, Japan."
16262142,2,"Hiroyuki","Nakao","H",""
16262142,3,"Yoshiki","Kuroda","Y",""
16262142,4,"Katsuyuki","Arizono","K",""
16262142,5,"Ai","Nakahara","A",""
16262142,6,"Takahiko","Katoh","T",""
16267836,1,"Jin-Tang","Dong","JT","Department of Hematology and Oncology, Program in Genetics and Molecular Biology, Winship Cancer Institute, Emory University School of Medicine, 1365-C Clifton Road, Atlanta, GA 30322, USA. jin-tang.dong@emory.edu"
16270381,1,"Hao","Li","H","Center of Tumour Treatment, Qilu Hospital of Shandong University, Jinan 250012, Shandong Province, China. haoli611@yahoo.com"
16270381,2,"Xue-Liang","Chen","XL",""
16270381,3,"Hui-Qing","Li","HQ",""
16273625,1,"Jing","Shen","J","Department of Environmental Health Sciences, Mailman School of Public Health, Columbia University, 701 West 168th Street (Room 505), New York, NY 10032, USA. js2182@columbia.edu"
16273625,2,"Run-Tian","Wang","RT",""
16273625,3,"Yao-Chu","Xu","YC",""
16273625,4,"Li-Wei","Wang","LW",""
16273625,5,"Xin-Ru","Wang","XR",""
16282887,1,"Elzbieta","Zielińska","E","Clinic of Paediatrics, Medical University of Łódź, Łódź, Poland. ezieln@wp.pl"
16282887,2,"Małgorzata","Zubowska","M",""
16282887,3,"Konrad","Misiura","K",""
16284498,1,"Jacqueline","Clavel","J","French National Institute of Health and Medical Research, INSERM, U170, IFR69, Université Paris-Sud, F-94807 Villejuif, France. clavel@vjf.inserm.fr"
16284498,2,"Stéphanie","Bellec","S",""
16284498,3,"Sandra","Rebouissou","S",""
16284498,4,"Florence","Ménégaux","F",""
16284498,5,"Jean","Feunteun","J",""
16284498,6,"Catherine","Bonaïti-Pellié","C",""
16284498,7,"André","Baruchel","A",""
16284498,8,"Kamila","Kebaili","K",""
16284498,9,"Anne","Lambilliotte","A",""
16284498,10,"Guy","Leverger","G",""
16284498,11,"Danièle","Sommelet","D",""
16284498,12,"Brigitte","Lescoeur","B",""
16284498,13,"Philippe","Beaune","P",""
16284498,14,"Denis","Hémon","D",""
16284498,15,"Marie-Anne","Loriot","MA",""
16289302,1,"Sun-Wei","Guo","SW","Department of Pediatrics, Medical College of Wisconsin, 8701 Watertown Plank Road, MS 756, Milwaukee, WI 53226-0509, USA. swguo@mail.mcw.edu"
16291859,1,"Sun-Wei","Guo","SW","Department of Pediatrics, Medical College of Wisconsin, Milwaukee, WI 53226-0509, USA. swguo@mail.mcw.edu"
16302194,1,"Chandra B","Tripathy","CB","Department of Pharmacology & Toxicology, National Institute of Pharmaceutical Education and Research, Sector 67, S. A. S. Nagar, Punjab 160062, India."
16302194,2,"Nilanjan","Roy","N",""
16314088,1,"José M","Ladero","JM","Department of Gastroenterology, Hospital Clínico San Carlos, Complutense University, Madrid, Spain. jladero.hcsc@salud.madrid.org"
16314088,2,"Carmen","Martínez","C",""
16314088,3,"Elena","García-Martín","E",""
16314088,4,"Paloma","Ropero","P",""
16314088,5,"Olga","Briceño","O",""
16314088,6,"Ana","Villegas","A",""
16314088,7,"Manuel","Díaz-Rubio","M",""
16314088,8,"José A G","Agúndez","JA",""
16318816,1,"Tong-yu","Guan","TY","Department of Urology, First Hospital, Institute of Urology, Peking University, Beijing 100034, China. tonyguan@263.net"
16318816,2,"Ming","Li","M",""
16318816,3,"Yan-qun","Na","YQ",""
16318999,1,"Jae-Young","Um","JY","Department of Pharmacology, College of Oriental Medicine, Kyung Hee University, Seoul, South Korea."
16318999,2,"Hyung-Min","Kim","HM",""
16318999,3,"Sang-Hyok","Han","SH",""
16318999,4,"Kwang-Ho","Cho","KH",""
16318999,5,"Byung-Soon","Moon","BS",""
16318999,6,"Seung-Heon","Hong","SH",""
16321221,1,"Lin","Yang","L","The State Key Laboratory of Experimental Hematology, Institute of Hematology and Blood Diseases Hospital, Chinese Academy of Medical Siences & Peking Union Medical College, Tianjin 300020, China."
16321221,2,"Yue","Zhang","Y",""
16321221,3,"Mei-rong","Zhang","MR",""
16321221,4,"Zhi-jian","Xiao","ZJ",""
16328000,1,"Sarah L","Holley","SL","Human Genomics Research Group, Institute for Science and Technology in Medicine, Keele University School of Medicine, University Hospital of North Staffordshire, Stoke-on-Trent, Staffordshire ST4 7QB, UK. s.l.holley@bemp.keele.ac.uk"
16328000,2,"Ramesh","Rajagopal","R",""
16328000,3,"Paul R","Hoban","PR",""
16328000,4,"Mark","Deakin","M",""
16328000,5,"Adeshina S","Fawole","AS",""
16328000,6,"James B","Elder","JB",""
16328000,7,"Jackie","Elder","J",""
16328000,8,"Victoria","Smith","V",""
16328000,9,"Richard C","Strange","RC",""
16328000,10,"Anthony A","Fryer","AA",""
16332662,1,"Amy V","Gasper","AV","Phytochemicals and Health Programme, Institute of Food Research, Norwich Research Park, Colney, Norwich, United Kingdom."
16332662,2,"Ahmed","Al-Janobi","A",""
16332662,3,"Julie A","Smith","JA",""
16332662,4,"James R","Bacon","JR",""
16332662,5,"Paul","Fortun","P",""
16332662,6,"Clare","Atherton","C",""
16332662,7,"Moira A","Taylor","MA",""
16332662,8,"Christopher J","Hawkey","CJ",""
16332662,9,"David A","Barrett","DA",""
16332662,10,"Richard F","Mithen","RF",""
16338071,1,"Meenu","Jain","M","Department of Medical Genetics, Sanjay Gandhi Post Graduate Institute of Medical Sciences, Raebareily Road, Lucknow-226014, India."
16338071,2,"Shaleen","Kumar","S",""
16338071,3,"Neeraj","Rastogi","N",""
16338071,4,"Punita","Lal","P",""
16338071,5,"Uday C","Ghoshal","UC",""
16338071,6,"Anu","Tiwari","A",""
16338071,7,"Mohan C","Pant","MC",""
16338071,8,"Mirza Q","Baiq","MQ",""
16338071,9,"Balraj","Mittal","B",""
16353154,1,"Pritha","Ghosh","P","Indian Institute of Chemical Biology, Kolkata, and West Bank Hospital, Howrah, India."
16353154,2,"Anamika","Basu","A",""
16353154,3,"Julie","Mahata","J",""
16353154,4,"Sreemanti","Basu","S",""
16353154,5,"Mainak","Sengupta","M",""
16353154,6,"Jayanta K","Das","JK",""
16353154,7,"Angshuman","Mukherjee","A",""
16353154,8,"Ajoy K","Sarkar","AK",""
16353154,9,"Lakshmikanta","Mondal","L",""
16353154,10,"Kunal","Ray","K",""
16353154,11,"Ashok K","Giri","AK",""
16360200,1,"Thomas","Joseph","T","Department of Molecular Medicine, Regional Cancer Centre, Trivandrum, India."
16360200,2,"Priya","Chacko","P",""
16360200,3,"Remani","Wesley","R",""
16360200,4,"P G","Jayaprakash","PG",""
16360200,5,"Francis V","James","FV",""
16360200,6,"M Radhakrishna","Pillai","MR",""
16361831,1,"Hyun-Jung","Cho","HJ","Department of Laboratory Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Korea."
16361831,2,"Soo-Youn","Lee","SY",""
16361831,3,"Chang-Seok","Ki","CS",""
16361831,4,"Jong-Won","Kim","JW",""
16365014,1,"Mariken J","Tijhuis","MJ","Division of Human Nutrition, Wageningen University, P.O. Box 8129, 6700 EV Wageningen, the Netherlands."
16365014,2,"Petra A","Wark","PA",""
16365014,3,"Jac M M J G","Aarts","JM",""
16365014,4,"Marleen H P W","Visker","MH",""
16365014,5,"Fokko M","Nagengast","FM",""
16365014,6,"Frans J","Kok","FJ",""
16365014,7,"Ellen","Kampman","E",""
16378750,1,"Beatriz","Porto","B","Laboratory of Cytogenetics, ICBAS-Instituto Ciências Biomédicas Abel Salazar, Universidade do Porto, Largo do Prof, Abel Salazar, no. 2, 4099-003 Porto, Portugal. bporto@icbas.up.pt"
16378750,2,"Ricardo Jorge Dinis","Oliveira","RJ",""
16378750,3,"Carla","Sousa","C",""
16378750,4,"Jorge","Gaspar","J",""
16378750,5,"José","Rueff","J",""
16378750,6,"Félix","Carvalho","F",""
16378750,7,"Isabel","Malheiro","I",""
16380991,1,"Eliane","Kellen","E","Department of General Practice, Comprehensive Cancer Institute Limburg, Katholieke Universiteit Leuven, Belgium. eliane.kellen@med.kuleuven.be"
16380991,2,"Maurice","Zeegers","M",""
16380991,3,"Aimée","Paulussen","A",""
16380991,4,"Martien","Van Dongen","M",""
16380991,5,"Frank","Buntinx","F",""
16386346,1,"Lode","Godderis","L","Katholieke Universiteit Leuven (K.U.L.), Laboratorium Voor Arbeidshygiëne en Toxicologie, Kapucijnenvoer 35/6, 3000 Leuven, Belgium. lode.godderis@med.kuleuven.be"
16386346,2,"Peter","Aka","P",""
16386346,3,"Raluca","Mateuca","R",""
16386346,4,"Micheline","Kirsch-Volders","M",""
16386346,5,"Dominique","Lison","D",""
16386346,6,"Hendrik","Veulemans","H",""
16390810,1,"Lynn M","Bekris","LM","Department of Environmental and Occupational Health Sciences, University of Washington, Box 357710, Seattle, WA 98195, USA. lbekris@u.washington.edu"
16390810,2,"Cindy","Shephard","C",""
16390810,3,"Morgan","Peterson","M",""
16390810,4,"Jana","Hoehna","J",""
16390810,5,"Brian","Van Yserloo","B",""
16390810,6,"Elizabeth","Rutledge","E",""
16390810,7,"Federico","Farin","F",""
16390810,8,"Terrance J","Kavanagh","TJ",""
16390810,9,"Ake","Lernmark","A",""
16395669,1,"Mette","Gaustadnes","M","Department of Clinical Biochemistry, Aarhus University Hospital, Aarhus, Denmark."
16395669,2,"Torben F","Ørntoft","TF",""
16395669,3,"Jens Ledet","Jensen","JL",""
16395669,4,"Niels","Torring","N",""
16409207,1,"L I","Holla","LI","Department of Pathological Physiology, Medical Faculty, Masaryk University Brno, Brno, Czech Republic."
16409207,2,"A","Stejskalova","A",""
16409207,3,"A","Vasku","A",""
16412685,1,"Mark","Toraason","M","National Institute for Occupational Safety and Health, 4676 Columbia Parkway, Cincinnati, OH 45226, USA. mtoraason@cdc.gov"
16412685,2,"Dennis W","Lynch","DW",""
16412685,3,"D Gayle","DeBord","DG",""
16412685,4,"Narendra","Singh","N",""
16412685,5,"Edward","Krieg","E",""
16412685,6,"Mary Ann","Butler","MA",""
16412685,7,"Christine A","Toennis","CA",""
16412685,8,"Jeffrey B","Nemhauser","JB",""
16413497,1,"Guoying","Wang","G","Department of Endocrinology, Peking University Third Hospital, Beijing 100083, PR China. wangguoying@medmail.com.cn"
16413497,2,"Lu","Zhang","L",""
16413497,3,"Qiongfang","Li","Q",""
16415899,1,"S","Terakura","S","Department of Hematology, Nagoya University Graduate School of Medicine, Nagoya, Aichi, Japan."
16415899,2,"M","Murata","M",""
16415899,3,"T","Nishida","T",""
16415899,4,"N","Emi","N",""
16415899,5,"Y","Akatsuka","Y",""
16415899,6,"Y","Morishima","Y",""
16415899,7,"Y","Kodera","Y",""
16415899,8,"T","Naoe","T",""
16416283,1,"Evgeniya V","Belogubova","EV","Group of Molecular Diagnostics, N.N. Petrov Institute of Oncology, Pesochny-2, 197758 St.-Petersburg, Russia."
16416283,2,"Yulia M","Ulibina","YM",""
16416283,3,"Irina K","Suvorova","IK",""
16416283,4,"Ekatherina Sh","Kuligina","ESh",""
16416283,5,"Maria B","Karpova","MB",""
16416283,6,"Vladimir A","Shutkin","VA",""
16416283,7,"Andrey V","Koloskov","AV",""
16416283,8,"Alexandr P","Kuchinskiy","AP",""
16416283,9,"Alexandr V","Togo","AV",""
16416283,10,"Kaido P","Hanson","KP",""
16416283,11,"Ari","Hirvonen","A",""
16416283,12,"Evgeny N","Imyanitov","EN",""
16424821,1,"Lucia","Migliore","L","Department of Human and Environmental Sciences, University of Pisa, Italy. l.migliore@geog.unipi.it"
16424821,2,"Alessio","Naccarati","A",""
16424821,3,"Fabio","Coppedè","F",""
16424821,4,"Enrico","Bergamaschi","E",""
16424821,5,"Giuseppe","De Palma","G",""
16424821,6,"Anu","Voho","A",""
16424821,7,"Paola","Manini","P",""
16424821,8,"Hilkka","Järventaus","H",""
16424821,9,"Antonio","Mutti","A",""
16424821,10,"Hannu","Norppa","H",""
16424821,11,"Ari","Hirvonen","A",""
16424825,1,"Tomoko","Nukui","T","Center for Clinical Pharmacology, Department of Medicine, University of Pittsburgh, Pittsburgh, Pennsylvania 15219, USA."
16424825,2,"Richard D","Day","RD",""
16424825,3,"Heather A","Gordish-Dressman","HA",""
16424825,4,"Gail","Harger","G",""
16424825,5,"William L","Bigbee","WL",""
16424825,6,"Roberta B","Ness","RB",""
16424825,7,"Marjorie","Romkes","M",""
16427734,1,"Karmen","Stankov","K","Dipartimento di Medicina Interna, Cardioangiologia ed Epatologia, Unita' Operativa di Genetica Medica, Policlinico S. Orsola-Malpighi, Pad. 11, via Massarenti 9, 40138 Bologna, Italy."
16427734,2,"Stefano","Landi","S",""
16427734,3,"Lydie","Gioia-Patricola","L",""
16427734,4,"Elena","Bonora","E",""
16427734,5,"Marco","Volante","M",""
16427734,6,"Mauro","Papotti","M",""
16427734,7,"Giovanni","Romeo","G",""
16438295,1,"Birgit","Paulsson","B","Dept. of Environmental Chemistry, Stockholm University, SE-106 91 Stockholm, Sweden. birgit.paulsson@mk.su.se"
16438295,2,"Margareta","Warholm","M",""
16438295,3,"Agneta","Rannug","A",""
16438295,4,"Margareta","Törnqvist","M",""
16452581,1,"J","Tujague","J","Division of Epidemiology, School of Public Health, University of California, Berkeley 94720-7360, USA."
16452581,2,"M","Bastaki","M",""
16452581,3,"N","Holland","N",""
16452581,4,"J R","Balmes","JR",""
16452581,5,"I B","Tager","IB",""
16459354,1,"V I","Skvortsova","VI",""
16459354,2,"P A","Slominskiĭ","PA",""
16459354,3,"M I","Shadrina","MI",""
16459354,4,"G N","Levitskiĭ","GN",""
16459354,5,"N I","Levitskaia","NI",""
16459354,6,"A V","Alekhin","AV",""
16459354,7,"A L","Zherebtsova","AL",""
16459354,8,"A V","Serdiuk","AV",""
16459354,9,"S A","Limborskaia","SA",""
16466991,1,"Yavuz","Silig","Y","Cumhuriyet University, Science and Art Faculty, Department of Biochemistry, Sivas, Turkey. ysilig@cumhuriyet.edu.tr"
16466991,2,"Hatice","Pinarbasi","H",""
16466991,3,"Sezgin","Günes","S",""
16466991,4,"Semih","Ayan","S",""
16466991,5,"Hasan","Bagci","H",""
16466991,6,"Oge","Cetinkaya","O",""
16472391,1,"Steven","Buyske","S","Departments of Statistics and Genetics, 110 Frelinghuysen Rd, Rutgers University, Piscataway, NJ 08854, USA. buyske@stat.rutgers.edu"
16472391,2,"Tanishia A","Williams","TA",""
16472391,3,"Audrey E","Mars","AE",""
16472391,4,"Edward S","Stenroos","ES",""
16472391,5,"Sue X","Ming","SX",""
16472391,6,"Rong","Wang","R",""
16472391,7,"Madhura","Sreenath","M",""
16472391,8,"Marivic F","Factura","MF",""
16472391,9,"Chitra","Reddy","C",""
16472391,10,"George H","Lambert","GH",""
16472391,11,"William G","Johnson","WG",""
16481407,1,"S","Sasaki","S","Department of Public Health, Graduate School of Medicine, Hokkaido University, Kita 15, Nishi 7, Kita-ku, Sapporo 060-8638, Japan."
16481407,2,"T","Kondo","T",""
16481407,3,"F","Sata","F",""
16481407,4,"Y","Saijo","Y",""
16481407,5,"S","Katoh","S",""
16481407,6,"S","Nakajima","S",""
16481407,7,"M","Ishizuka","M",""
16481407,8,"S","Fujita","S",""
16481407,9,"R","Kishi","R",""
16488119,1,"Shi-long","Zhong","SL","Department of Clinical Pharmacology, School of Pharmaceutical Sciences, Sun Yat-sen University, 74 Zhongshan Er Road, Guangzhou 510080, PR China."
16488119,2,"Shu-Feng","Zhou","SF",""
16488119,3,"Xiao","Chen","X",""
16488119,4,"Sui Yung","Chan","SY",""
16488119,5,"Eli","Chan","E",""
16488119,6,"Ka-Yun","Ng","KY",""
16488119,7,"Wei","Duan","W",""
16488119,8,"Min","Huang","M",""
16493615,1,"Muge","Aydin-Sayitoglu","M","Institute for Experimental Medical Research, DETAE, Genetics Department, Istanbul, Turkey."
16493615,2,"Ozden","Hatirnaz","O",""
16493615,3,"Nevin","Erensoy","N",""
16493615,4,"Ugur","Ozbek","U",""
16501997,1,"Mario","Bauer","M","Department of Human Exposure Research and Epidemiology, UFZ - Centre for Environmental Research Leipzig-Halle, Permoserstrasse 15, 04318 Leipzig, Germany. mario.bauer@ufz.de"
16501997,2,"Olf","Herbarth","O",""
16501997,3,"Gabriela","Aust","G",""
16501997,4,"Jan G","Hengstler","JG",""
16501997,5,"Anja","Dotzauer","A",""
16501997,6,"Carolin","Graebsch","C",""
16501997,7,"Eike","Schmuecking","E",""
16504378,1,"Eliane","Kellen","E","Department of General Practice, Katholieke Universiteit Leuven, Comprehensive Cancer Institute Limburg, Belgium. eliane.kellen@med.kuleuven.ac.be"
16504378,2,"Maurice","Zeegers","M",""
16504378,3,"Aimée","Paulussen","A",""
16504378,4,"Robert","Vlietinck","R",""
16504378,5,"Eddy Van","Vlem","EV",""
16504378,6,"Hendrik","Veulemans","H",""
16504378,7,"Frank","Buntinx","F",""
16517545,1,"Stefania","Boccia","S","Institute of Hygiene, Catholic University of Sacred Heart, L.go F.Vito, 1-00168 Rome, Italy. sboccia@rm.unicatt.it"
16517545,2,"Giuseppe","La Torre","G",""
16517545,3,"Francesco","Gianfagna","F",""
16517545,4,"Alice","Mannocci","A",""
16517545,5,"Gualtiero","Ricciardi","G",""
16519766,1,"Eliza Carla Barroso","Duarte","EC","Department of Oral Pathology and Surgery, School of Dentistry, Universidade Federal de of Minas Gerais, Belo Horizonte, Brazil."
16519766,2,"Marina Sena Lopes","da Silva","MS",""
16519766,3,"Marcus Vinícius","Gomez","MV",""
16519766,4,"Ricardo Santiago","Gomez","RS",""
16521944,1,"Kamil K","Hozyasz","KK","Kilinika Pediatrii, Instytut Matki i Dziecka, Warszawa. khozyasz@alpha.net.pl"
16521944,2,"Adrianna","Mostowska","A",""
16521944,3,"Zbigniew","Surowiec","Z",""
16521944,4,"Paweł P","Jagodziński","PP",""
16531839,1,"Ricardo","Marcos","R","Grup de Mutagènesi, Departament de Genètica i de Microbiologia, Universitat Autònoma de Barcelona, Bellaterra, Spain. ricard.marcos@uab.es"
16531839,2,"Valeria","Martínez","V",""
16531839,3,"Alba","Hernández","A",""
16531839,4,"Amadeu","Creus","A",""
16531839,5,"Chandra","Sekaran","C",""
16531839,6,"Hiroshi","Tokunaga","H",""
16531839,7,"Domingo","Quinteros","D",""
16535824,1,"Miao","Yang","M","School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan 430030, China."
16535824,2,"Hao","Tan","H",""
16535824,3,"Jian-ru","Zheng","JR",""
16535824,4,"Chang-zheng","Jiang","CZ",""
16537716,1,"Gabriele","Sabbioni","G","Institute of Environmental and Occupational Toxicology, Casella Postale 108, 6780 Airolo, Switzerland. gabriele.sabbioni@bluewin.ch"
16537716,2,"Christopher R","Jones","CR",""
16537716,3,"Ovnair","Sepai","O",""
16537716,4,"Ari","Hirvonen","A",""
16537716,5,"Hannu","Norppa","H",""
16537716,6,"Hilkka","Järventaus","H",""
16537716,7,"Hansruedi","Glatt","H",""
16537716,8,"Doreen","Pomplun","D",""
16537716,9,"Huifang","Yan","H",""
16537716,10,"Lance R","Brooks","LR",""
16537716,11,"Sarah H","Warren","SH",""
16537716,12,"David M","Demarini","DM",""
16537716,13,"Yu-Ying","Liu","YY",""
16550944,1,"Hamdi","Arbag","H","Department of Otolaryngology-Head and Neck Surgery, University of Selcuk, Meram Medical School, Konya, Turkey. harbag@selcuk.edu.tr"
16550944,2,"Tulin","Cora","T",""
16550944,3,"Hasan","Acar","H",""
16550944,4,"Kayhan","Ozturk","K",""
16550944,5,"Fatih","Sari","F",""
16550944,6,"Bulent","Ulusoy","B",""
16551674,1,"G","Iarmarcovai","G","Laboratoire de Biogénotoxicologie et Mutagenèse Environnementale, EA 1784; IFR PMSE 112, Facultés de Médecine et de Pharmacie, Université de la Méditerranée, Marseille, France. gwenaelle.iarmarcovai@medecine.univ-mrs.fr"
16551674,2,"I","Sari-Minodier","I",""
16551674,3,"T","Orsière","T",""
16551674,4,"M","De Méo","M",""
16551674,5,"P","Gallice","P",""
16551674,6,"C","Bideau","C",""
16551674,7,"D","Iniesta","D",""
16551674,8,"J","Pompili","J",""
16551674,9,"J L","Bergé-Lefranc","JL",""
16551674,10,"A","Botta","A",""
16567317,1,"Katia","Bendjemana","K","Laboratoire de biologie clinique, Institut de carcinologie Salah Azaiez, Bab Saadoun, 1007 Tunis, Tunisie. Monia.Benabdennebi@fmt.rnu.tn"
16567317,2,"Monia","Abdennebi","M",""
16567317,3,"Sonia","Gara","S",""
16567317,4,"Awatef","Jmal","A",""
16567317,5,"Abderraouf","Ghanem","A",""
